"ID","Quantite","KM","NOM","LAT","LONG"
0,12463.713,"179","Na Cham",106.611884,22.056614
10,9356.109,"114","Dong Mo",106.576944,21.651389
13,10370.15,"99","Song Hoa",106.489722,21.556111
15,10301.88,"90","Bac Le",106.431389,21.516111
17,21483.807,"82","Pho Vi",106.378333,21.473333
19,8179.4,"68","Kep",106.290833,21.416944
21,60332.465,"50","Phu Lang Thuong",106.191389,21.278889
24,50548.564,"33","Thi Cau",106.081111,21.195
